"","date","time","U","W_tilt","W_stow","B","E_stow","E_tilt"
"1664","05/08/2023"," 12:45:00 AM",0,0,0,0,0,0
"1665","05/08/2023"," 01:00:00 AM",0,0,0,0,0,0
"1666","05/08/2023"," 01:15:00 AM",0,0,0,0,0,0
"1667","05/08/2023"," 01:30:00 AM",0,0,0,0,0,0
"1668","05/08/2023"," 01:45:00 AM",0,0,0,0,0,0
"1669","05/08/2023"," 02:00:00 AM",0,0,0,0,0,0
"1670","05/08/2023"," 02:15:00 AM",0,0,0,0,0,0
"1671","05/08/2023"," 02:30:00 AM",0,0,0,0,0,0
"1672","05/08/2023"," 02:45:00 AM",0,0,0,0,0,0
"1673","05/08/2023"," 03:00:00 AM",0,0,0,0,0,0
"1674","05/08/2023"," 03:15:00 AM",0,0,0,0,0,0
"1675","05/08/2023"," 03:30:00 AM",0,0,0,0,0,0
"1676","05/08/2023"," 03:45:00 AM",0,0,0,0,0,0
"1677","05/08/2023"," 04:00:00 AM",0,0,0,0,0,0
"1678","05/08/2023"," 04:15:00 AM",0,0,0,0,0,0
"1679","05/08/2023"," 04:30:00 AM",0,0,0,0,0,0
"1680","05/08/2023"," 04:45:00 AM",0,0,0,0,0,0
"1681","05/08/2023"," 05:00:00 AM",0,0,0,0,0,0
"1682","05/08/2023"," 05:15:00 AM",0,0,0,0,0,0
"1683","05/08/2023"," 05:30:00 AM",0,0,0,0,0,0
"1684","05/08/2023"," 05:45:00 AM",0,0,0,0,0,0
"1685","05/08/2023"," 06:00:00 AM",0,0,0,0,0,0
"1686","05/08/2023"," 06:15:00 AM",0,0,0,0,0,0
"1687","05/08/2023"," 06:30:00 AM",0,0,0,0,0,0
"1688","05/08/2023"," 06:45:00 AM",0,0,0,0,0,0
"1689","05/08/2023"," 07:00:00 AM",0,0,0,0,0,0
"1690","05/08/2023"," 07:15:00 AM",0,0,0,0,0,0
"1691","05/08/2023"," 07:30:00 AM",0,0,0,0,0,0
"1692","05/08/2023"," 07:45:00 AM",0,0,0,0,0,0
"1693","05/08/2023"," 08:00:00 AM",0,0,0,0,0,0
"1694","05/08/2023"," 08:15:00 AM",0,0,0,0,0,0
"1695","05/08/2023"," 08:30:00 AM",0,0,0,0,0,0
"1696","05/08/2023"," 08:45:00 AM",0,0,0,0,0,0
"1697","05/08/2023"," 09:00:00 AM",0,0,0,0,0,0
"1698","05/08/2023"," 09:15:00 AM",0,0,0,0,0,0
"1699","05/08/2023"," 09:30:00 AM",0,0,0,0,0,0
"1700","05/08/2023"," 09:45:00 AM",0,0,0,0,0,0
"1701","05/08/2023"," 10:00:00 AM",0,0,0,0,0,0
"1702","05/08/2023"," 10:15:00 AM",0,0,0,0,0,0
"1703","05/08/2023"," 10:30:00 AM",0,0,0,0,0,0
"1704","05/08/2023"," 10:45:00 AM",0,0,0,0,0,0
"1705","05/08/2023"," 11:00:00 AM",0,0,0,0,0,0
"1706","05/08/2023"," 11:15:00 AM",0,0,0,0,0,0
"1707","05/08/2023"," 11:30:00 AM",0,0,0,0,0,0
"1708","05/08/2023"," 11:45:00 AM",0,0,0,0,0,0
"1709","05/08/2023"," 12:00:00 PM",0,0,0,0,0,0
"1710","05/08/2023"," 12:15:00 PM",0,0,0,0,0,0
"1711","05/08/2023"," 12:30:00 PM",0,0,0,0,0,0
"1712","05/08/2023"," 12:45:00 PM",0,0,0,0,0,0
"1713","05/08/2023"," 01:00:00 PM",0,0,0,0,0,0
"1714","05/08/2023"," 01:15:00 PM",0,0,0,0,0,0
"1715","05/08/2023"," 01:30:00 PM",0,0,0,0,0,0
"1716","05/08/2023"," 01:45:00 PM",0,0,0,0,0,0
"1717","05/08/2023"," 02:00:00 PM",0,0,0,0,0,0
"1718","05/08/2023"," 02:15:00 PM",0,0,0,0,0,0
"1719","05/08/2023"," 02:30:00 PM",0,0,0,0,0,0
"1720","05/08/2023"," 02:45:00 PM",0,0,0,0,0,0
"1721","05/08/2023"," 03:00:00 PM",0,0,0,0,0,0
"1722","05/08/2023"," 03:15:00 PM",0,0,0,0,0,0
"1723","05/08/2023"," 03:30:00 PM",0,0,0,0,0,0
"1724","05/08/2023"," 03:45:00 PM",0,0,0,0,0,0
"1725","05/08/2023"," 04:00:00 PM",0,0,0,0,0,0
"1726","05/08/2023"," 04:15:00 PM",0,0,0,0,0,0
"1727","05/08/2023"," 04:30:00 PM",0,0,0,0,0,0
"1728","05/08/2023"," 04:45:00 PM",0,0,0,0,0,0
"1729","05/08/2023"," 05:00:00 PM",0,0,0,0,0,0
"1730","05/08/2023"," 05:15:00 PM",0,0,0,0,0,0
"1731","05/08/2023"," 05:30:00 PM",0,0,0,0,0,0
"1732","05/08/2023"," 05:45:00 PM",0,0,0,0,0,0
"1733","05/08/2023"," 06:00:00 PM",0,0,0,0,0,0
"1734","05/08/2023"," 06:15:00 PM",0,0,0,0,0,0
"1735","05/08/2023"," 06:30:00 PM",0,0,0,0,0,0
"1736","05/08/2023"," 06:45:00 PM",0,0,0,0,0,0
"1737","05/08/2023"," 07:00:00 PM",0,0,0,0,0,0
"1738","05/08/2023"," 07:15:00 PM",0,0,0,0,0,0
"1739","05/08/2023"," 07:30:00 PM",0,0,0,0,0,0
"1740","05/08/2023"," 07:45:00 PM",0,0,0,0,0,0
"1741","05/08/2023"," 08:00:00 PM",0,0,0,0,0,0
"1742","05/08/2023"," 08:15:00 PM",0,0,0,0,0,0
"1743","05/08/2023"," 08:30:00 PM",0,0,0,0,0,0
"1744","05/08/2023"," 08:45:00 PM",0,0,0,0,0,0
"1745","05/08/2023"," 09:00:00 PM",0,0,0,0,0,0
"1746","05/08/2023"," 09:15:00 PM",0,0,0,0,0,0
"1747","05/08/2023"," 09:30:00 PM",0,0,0,0,0,0
"1748","05/08/2023"," 09:45:00 PM",0,0,0,0,0,0
"1749","05/08/2023"," 10:00:00 PM",0,0,0,0,0,0
"1750","05/08/2023"," 10:15:00 PM",0,0,0,0,0,0
"1751","05/08/2023"," 10:30:00 PM",0,0,0,0,0,0
"1752","05/08/2023"," 10:45:00 PM",0,0,0,0,0,0
"1753","05/08/2023"," 11:00:00 PM",0,0,0,0,0,0
"1754","05/08/2023"," 11:15:00 PM",0,0,0,0,0,0
"1755","05/08/2023"," 11:30:00 PM",0,0,0,0,0,0
"1756","05/08/2023"," 11:45:00 PM",0,0,0,0,0,0
"1757","05/09/2023"," 12:00:00 AM",0,0,0,0,0,0
"1758","05/09/2023"," 12:15:00 AM",0,0,0,0,0,0
"1759","05/09/2023"," 12:30:00 AM",0,0,0,0,0,0
"1760","05/09/2023"," 12:45:00 AM",0,0,0,0,0,0
"1761","05/09/2023"," 01:00:00 AM",0,0,0,0,0,0
"1762","05/09/2023"," 01:15:00 AM",0,0,0,0,0,0
"1763","05/09/2023"," 01:30:00 AM",0,0,0,0,0,0
"1764","05/09/2023"," 01:45:00 AM",0,0,0,0,0,0
"1765","05/09/2023"," 02:00:00 AM",0,0,0,0,0,0
"1766","05/09/2023"," 02:15:00 AM",0,0,0,0,0,0
"1767","05/09/2023"," 02:30:00 AM",0,0,0,0,0,0
"1768","05/09/2023"," 02:45:00 AM",0,0,0,0,0,0
"1769","05/09/2023"," 03:00:00 AM",0,0,0,0,0,0
"1770","05/09/2023"," 03:15:00 AM",0,0,0,0,0,0
"1771","05/09/2023"," 03:30:00 AM",0,0,0,0,0,0
"1772","05/09/2023"," 03:45:00 AM",0,0,0,0,0,0
"1773","05/09/2023"," 04:00:00 AM",0,0,0,0,0,0
"1774","05/09/2023"," 04:15:00 AM",0,0,0,0,0,0
"1775","05/09/2023"," 04:30:00 AM",0,0,0,0,0,0
"1776","05/09/2023"," 04:45:00 AM",0,0,0,0,0,0
"1777","05/09/2023"," 05:00:00 AM",0,0,0,0,0,0
"1778","05/09/2023"," 05:15:00 AM",0,0,0,0,0,0
"1779","05/09/2023"," 05:30:00 AM",0,0,0,0,0,0
"1780","05/09/2023"," 05:45:00 AM",0,0,0,0,0,0
"1781","05/09/2023"," 06:00:00 AM",0,0,0,0,0,0
"1782","05/09/2023"," 06:15:00 AM",0,0,0,0,0,0
"1783","05/09/2023"," 06:30:00 AM",0,0,0,0,0,0
"1784","05/09/2023"," 06:45:00 AM",0,0,0,0,0,0
"1785","05/09/2023"," 07:00:00 AM",0,0,0,0,0,0
"1786","05/09/2023"," 07:15:00 AM",0,0,0,0,0,0
"1787","05/09/2023"," 07:30:00 AM",0,0,0,0,0,0
"1788","05/09/2023"," 07:45:00 AM",0,0,0,0,0,0
"1789","05/09/2023"," 08:00:00 AM",0,0,0,0,0,0
"1790","05/09/2023"," 08:15:00 AM",0,0,0,0,0,0
"1791","05/09/2023"," 08:30:00 AM",0,0,0,0,0,0
"1792","05/09/2023"," 08:45:00 AM",0,0,0,0,0,0
"1793","05/09/2023"," 09:00:00 AM",0,0,0,0,0,0
"1794","05/09/2023"," 09:15:00 AM",0,0,0,0,0,0
"1795","05/09/2023"," 09:30:00 AM",0,0,0,0,0,0
"1796","05/09/2023"," 09:45:00 AM",0,0,0,0,0,0
"1797","05/09/2023"," 10:00:00 AM",0,0,0,0,0,0
"1798","05/09/2023"," 10:15:00 AM",0,0,0,0,0,0
"1799","05/09/2023"," 10:30:00 AM",0,0,0,0,0,0
"1800","05/09/2023"," 10:45:00 AM",0,0,0,0,0,0
"1801","05/09/2023"," 11:00:00 AM",0,0,0,0,0,0
"1802","05/09/2023"," 11:15:00 AM",0,0,0,0,0,0
"1803","05/09/2023"," 11:30:00 AM",0,0,0,0,0,0
"1804","05/09/2023"," 11:45:00 AM",0,0,0,0,0,0
"1805","05/09/2023"," 12:00:00 PM",0,0,0,0,0,0
"1806","05/09/2023"," 12:15:00 PM",0,0,0,0,0,0
"1807","05/09/2023"," 12:30:00 PM",0,0,0,0,0,0
"1808","05/09/2023"," 12:45:00 PM",0,0,0,0,0,0
"1809","05/09/2023"," 01:00:00 PM",0,0,0,0,0,0
"1810","05/09/2023"," 01:15:00 PM",0,0,0,0,0,0
"1811","05/09/2023"," 01:30:00 PM",0,0,0,0,0,0
"1812","05/09/2023"," 01:45:00 PM",0,0,0,0,0,0
"1813","05/09/2023"," 02:00:00 PM",0,0,0,0,0,0
"1814","05/09/2023"," 02:15:00 PM",0,0,0,0,0,0
"1815","05/09/2023"," 02:30:00 PM",0,0,0,0,0,0
"1816","05/09/2023"," 02:45:00 PM",0,0,0,0,0,0
"1817","05/09/2023"," 03:00:00 PM",0,0,0,0,0,0
"1818","05/09/2023"," 03:15:00 PM",0,0,0,0,0,0
"1819","05/09/2023"," 03:30:00 PM",0,0,0,0,0,0
"1820","05/09/2023"," 03:45:00 PM",0,0,0,0,0,0
"1821","05/09/2023"," 04:00:00 PM",0,0,0,0,0,0
"1822","05/09/2023"," 04:15:00 PM",0,0,0,0,0,0
"1823","05/09/2023"," 04:30:00 PM",0,0,0,0,0,0
"1824","05/09/2023"," 04:45:00 PM",0,0,0,0,0,0
"1825","05/09/2023"," 05:00:00 PM",0,0,0,0,0,0
"1826","05/09/2023"," 05:15:00 PM",0,0,0,0,0,0
"1827","05/09/2023"," 05:30:00 PM",0,0,0,0,0,0
"1828","05/09/2023"," 05:45:00 PM",0,0,0,0,0,0
"1829","05/09/2023"," 06:00:00 PM",0,0,0,0,0,0
"1830","05/09/2023"," 06:15:00 PM",0,0,0,0,0,0
"1831","05/09/2023"," 06:30:00 PM",0,0,0,0,0,0
"1832","05/09/2023"," 06:45:00 PM",0,0,0,0,0,0
"1833","05/09/2023"," 07:00:00 PM",0,0,0,0,0,0
"1834","05/09/2023"," 07:15:00 PM",0,0,0,0,0,0
"1835","05/09/2023"," 07:30:00 PM",0,0,0,0,0,0
"1836","05/09/2023"," 07:45:00 PM",0,0,0,0,0,0
"1837","05/09/2023"," 08:00:00 PM",0,0,0.034,0.034,0,0
"1838","05/09/2023"," 08:15:00 PM",0.085,0.238,0.391,0.391,0.034,0
"1839","05/09/2023"," 08:30:00 PM",0.017,0.068,0.187,0.153,0.153,0
"1840","05/09/2023"," 08:45:00 PM",0,0,0,0,0,0
"1841","05/09/2023"," 09:00:00 PM",0,0.017,0,0,0,0
"1842","05/09/2023"," 09:15:00 PM",0,0,0,0,0,0
"1843","05/09/2023"," 09:30:00 PM",0,0,0,0,0,0
"1844","05/09/2023"," 09:45:00 PM",0,0,0,0,0,0
"1845","05/09/2023"," 10:00:00 PM",0,0,0,0,0,0
"1846","05/09/2023"," 10:15:00 PM",0,0,0,0,0,0
"1847","05/09/2023"," 10:30:00 PM",0,0,0,0,0,0
"1848","05/09/2023"," 10:45:00 PM",0,0,0,0,0,0
"1849","05/09/2023"," 11:00:00 PM",0,0,0,0,0,0
"1850","05/09/2023"," 11:15:00 PM",0,0,0,0,0,0
"1851","05/09/2023"," 11:30:00 PM",0,0,0,0,0,0
"1852","05/09/2023"," 11:45:00 PM",0,0,0,0,0,0
"1853","05/10/2023"," 12:00:00 AM",0,0,0,0,0,0
"1854","05/10/2023"," 12:15:00 AM",0,0,0,0,0,0
"1855","05/10/2023"," 12:30:00 AM",0,0,0,0,0,0
"1856","05/10/2023"," 12:45:00 AM",0,0,0,0,0,0
"1857","05/10/2023"," 01:00:00 AM",0,0,0,0,0,0
"1858","05/10/2023"," 01:15:00 AM",0,0,0,0,0,0
"1859","05/10/2023"," 01:30:00 AM",0,0,0,0,0,0
"1860","05/10/2023"," 01:45:00 AM",0,0,0,0,0,0
"1861","05/10/2023"," 02:00:00 AM",0,0,0,0,0,0
"1862","05/10/2023"," 02:15:00 AM",0,0,0,0,0,0
"1863","05/10/2023"," 02:30:00 AM",0,0,0,0,0,0
"1864","05/10/2023"," 02:45:00 AM",0,0,0,0,0,0
"1865","05/10/2023"," 03:00:00 AM",0,0,0,0,0,0
"1866","05/10/2023"," 03:15:00 AM",0,0,0,0,0,0
"1867","05/10/2023"," 03:30:00 AM",0,0,0,0,0,0
"1868","05/10/2023"," 03:45:00 AM",0,0,0,0,0,0
"1869","05/10/2023"," 04:00:00 AM",0,0,0,0,0,0
"1870","05/10/2023"," 04:15:00 AM",0,0,0,0,0,0
"1871","05/10/2023"," 04:30:00 AM",0,0,0,0,0,0
"1872","05/10/2023"," 04:45:00 AM",0,0,0,0,0,0
"1873","05/10/2023"," 05:00:00 AM",0,0,0,0,0,0
"1874","05/10/2023"," 05:15:00 AM",0,0,0,0,0,0
"1875","05/10/2023"," 05:30:00 AM",0,0,0,0,0,0
"1876","05/10/2023"," 05:45:00 AM",0,0,0,0,0,0
"1877","05/10/2023"," 06:00:00 AM",0,0,0,0,0,0
"1878","05/10/2023"," 06:15:00 AM",0,0,0,0,0,0
"1879","05/10/2023"," 06:30:00 AM",0,0,0,0,0,0
"1880","05/10/2023"," 06:45:00 AM",0,0,0,0,0,0
"1881","05/10/2023"," 07:00:00 AM",0,0,0,0,0,0
"1882","05/10/2023"," 07:15:00 AM",0,0,0,0,0,0
"1883","05/10/2023"," 07:30:00 AM",0,0,0,0,0,0
"1884","05/10/2023"," 07:45:00 AM",0,0,0,0,0,0
"1885","05/10/2023"," 08:00:00 AM",0,0,0,0,0,0
"1886","05/10/2023"," 08:15:00 AM",0,0,0,0,0,0
"1887","05/10/2023"," 08:30:00 AM",0,0,0,0,0,0
"1888","05/10/2023"," 08:45:00 AM",0,0,0,0,0,0
"1889","05/10/2023"," 09:00:00 AM",0,0,0,0,0,0
"1890","05/10/2023"," 09:15:00 AM",0,0,0,0,0,0
"1891","05/10/2023"," 09:30:00 AM",0,0,0,0,0,0
"1892","05/10/2023"," 09:45:00 AM",0,0,0,0,0,0
"1893","05/10/2023"," 10:00:00 AM",0,0,0,0,0,0
"1894","05/10/2023"," 10:15:00 AM",0,0,0,0,0,0
"1895","05/10/2023"," 10:30:00 AM",0,0,0,0,0,0
"1896","05/10/2023"," 10:45:00 AM",0,0,0,0,0,0
"1897","05/10/2023"," 11:00:00 AM",0,0,0,0,0,0
"1898","05/10/2023"," 11:15:00 AM",0,0,0,0,0,0
"1899","05/10/2023"," 11:30:00 AM",0,0,0,0,0,0
"1900","05/10/2023"," 11:45:00 AM",0,0,0,0,0,0
"1901","05/10/2023"," 12:00:00 PM",0,0,0,0,0,0
"1902","05/10/2023"," 12:15:00 PM",0,0,0,0,0,0
"1903","05/10/2023"," 12:30:00 PM",0,0,0,0,0,0
"1904","05/10/2023"," 12:45:00 PM",0,0,0,0,0,0
"1905","05/10/2023"," 01:00:00 PM",0,0,0,0,0,0
"1906","05/10/2023"," 01:15:00 PM",0,0,0,0,0,0
"1907","05/10/2023"," 01:30:00 PM",0,0,0,0,0,0
"1908","05/10/2023"," 01:45:00 PM",0,0,0,0,0,0
"1909","05/10/2023"," 02:00:00 PM",0,0,0,0,0,0
"1910","05/10/2023"," 02:15:00 PM",0,0,0,0,0,0
"1911","05/10/2023"," 02:30:00 PM",0,0,0,0,0,0
"1912","05/10/2023"," 02:45:00 PM",0,0,0,0,0,0
"1913","05/10/2023"," 03:00:00 PM",0,0,0,0,0,0
"1914","05/10/2023"," 03:15:00 PM",0,0,0,0,0,0
"1915","05/10/2023"," 03:30:00 PM",0,0,0,0,0,0
"1916","05/10/2023"," 03:45:00 PM",0,0,0,0,0,0
"1917","05/10/2023"," 04:00:00 PM",0,0,0,0,0,0
"1918","05/10/2023"," 04:15:00 PM",0,0,0,0,0,0
"1919","05/10/2023"," 04:30:00 PM",0,0,0,0,0,0
"1920","05/10/2023"," 04:45:00 PM",0,0,0,0,0,0
"1921","05/10/2023"," 05:00:00 PM",0,0,0,0,0,0
"1922","05/10/2023"," 05:15:00 PM",0,0,0,0,0,0
"1923","05/10/2023"," 05:30:00 PM",0,0,0,0,0,0
"1924","05/10/2023"," 05:45:00 PM",0,0,0,0,0,0
"1925","05/10/2023"," 06:00:00 PM",0,0,0,0,0,0
"1926","05/10/2023"," 06:15:00 PM",0,0,0,0,0,0
"1927","05/10/2023"," 06:30:00 PM",0,0,0,0,0,0
"1928","05/10/2023"," 06:45:00 PM",0,0,0,0,0,0
"1929","05/10/2023"," 07:00:00 PM",0,0,0,0,0,0
"1930","05/10/2023"," 07:15:00 PM",0,0,0,0,0,0
"1931","05/10/2023"," 07:30:00 PM",0,0,0,0,0,0
"1932","05/10/2023"," 07:45:00 PM",0,0,0,0,0,0
"1933","05/10/2023"," 08:00:00 PM",0,0,0,0,0,0
"1934","05/10/2023"," 08:15:00 PM",0,0,0,0,0,0
"1935","05/10/2023"," 08:30:00 PM",0,0,0,0,0,0
"1936","05/10/2023"," 08:45:00 PM",0,0,0,0,0,0
"1937","05/10/2023"," 09:00:00 PM",0,0,0,0,0,0
"1938","05/10/2023"," 09:15:00 PM",0,0,0,0,0,0
"1939","05/10/2023"," 09:30:00 PM",0,0,0,0,0,0
"1940","05/10/2023"," 09:45:00 PM",0,0,0,0,0,0
"1941","05/10/2023"," 10:00:00 PM",0,0,0,0,0,0
"1942","05/10/2023"," 10:15:00 PM",0,0,0,0,0,0
"1943","05/10/2023"," 10:30:00 PM",0,0,0,0,0,0
"1944","05/10/2023"," 10:45:00 PM",0,0,0,0,0,0
"1945","05/10/2023"," 11:00:00 PM",0,0,0,0,0,0
"1946","05/10/2023"," 11:15:00 PM",0,0,0,0,0,0
"1947","05/10/2023"," 11:30:00 PM",0,0,0,0,0,0
"1948","05/10/2023"," 11:45:00 PM",0,0,0,0,0,0
"1949","05/11/2023"," 12:00:00 AM",0,0,0,0,0,0
"1950","05/11/2023"," 12:15:00 AM",0,0,0,0,0,0
"1951","05/11/2023"," 12:30:00 AM",0,0,0,0,0,0
"1952","05/11/2023"," 12:45:00 AM",0,0,0,0,0,0
"1953","05/11/2023"," 01:00:00 AM",0,0,0,0,0,0
"1954","05/11/2023"," 01:15:00 AM",0,0,0,0,0,0
"1955","05/11/2023"," 01:30:00 AM",0,0,0,0,0,0
"1956","05/11/2023"," 01:45:00 AM",0,0,0,0,0,0
"1957","05/11/2023"," 02:00:00 AM",0,0,0,0,0,0
"1958","05/11/2023"," 02:15:00 AM",0,0,0,0,0,0
"1959","05/11/2023"," 02:30:00 AM",0,0,0,0,0,0
"1960","05/11/2023"," 02:45:00 AM",0,0,0,0,0,0
"1961","05/11/2023"," 03:00:00 AM",0,0,0,0,0,0
"1962","05/11/2023"," 03:15:00 AM",0,0,0,0,0,0
"1963","05/11/2023"," 03:30:00 AM",0,0,0,0,0,0
"1964","05/11/2023"," 03:45:00 AM",0,0,0,0,0,0
"1965","05/11/2023"," 04:00:00 AM",0,0,0,0,0,0
"1966","05/11/2023"," 04:15:00 AM",0,0,0,0,0,0
"1967","05/11/2023"," 04:30:00 AM",0,0,0,0,0,0
"1968","05/11/2023"," 04:45:00 AM",0,0,0,0,0,0
"1969","05/11/2023"," 05:00:00 AM",0,0,0,0,0,0
"1970","05/11/2023"," 05:15:00 AM",0,0,0,0,0,0
"1971","05/11/2023"," 05:30:00 AM",0,0,0,0,0,0
"1972","05/11/2023"," 05:45:00 AM",0,0,0,0,0,0
"1973","05/11/2023"," 06:00:00 AM",0,0,0,0,0,0
"1974","05/11/2023"," 06:15:00 AM",0,0,0,0,0,0
"1975","05/11/2023"," 06:30:00 AM",0,0,0,0,0,0
"1976","05/11/2023"," 06:45:00 AM",0,0,0,0,0,0
"1977","05/11/2023"," 07:00:00 AM",0,0,0,0,0,0
"1978","05/11/2023"," 07:15:00 AM",0,0,0,0,0,0
"1979","05/11/2023"," 07:30:00 AM",0,0,0,0,0,0
"1980","05/11/2023"," 07:45:00 AM",0,0,0,0,0,0
"1981","05/11/2023"," 08:00:00 AM",0,0,0,0,0,0
"1982","05/11/2023"," 08:15:00 AM",0,0,0,0,0,0
"1983","05/11/2023"," 08:30:00 AM",0,0,0,0,0,0
"1984","05/11/2023"," 08:45:00 AM",0,0,0,0,0,0
"1985","05/11/2023"," 09:00:00 AM",0,0,0,0,0,0
"1986","05/11/2023"," 09:15:00 AM",0,0,0,0,0,0
"1987","05/11/2023"," 09:30:00 AM",0,0,0,0,0,0
"1988","05/11/2023"," 09:45:00 AM",0,0,0,0,0,0
"1989","05/11/2023"," 10:00:00 AM",0,0,0,0,0,0
"1990","05/11/2023"," 10:15:00 AM",0,0,0,0,0,0
"1991","05/11/2023"," 10:30:00 AM",0,0,0,0,0,0
"1992","05/11/2023"," 10:45:00 AM",0,0,0,0,0,0
"1993","05/11/2023"," 11:00:00 AM",0,0,0,0,0,0
"1994","05/11/2023"," 11:15:00 AM",0,0,0,0,0,0
"1995","05/11/2023"," 11:30:00 AM",0,0,0,0,0,0
"1996","05/11/2023"," 11:45:00 AM",0,0,0,0,0,0
"1997","05/11/2023"," 12:00:00 PM",0,0,0,0,0,0
"1998","05/11/2023"," 12:15:00 PM",0,0,0,0,0,0
"1999","05/11/2023"," 12:30:00 PM",0,0,0,0,0,0
"2000","05/11/2023"," 12:45:00 PM",0,0,0,0,0,0
"2001","05/11/2023"," 01:00:00 PM",0,0,0,0,0,0
"2002","05/11/2023"," 01:15:00 PM",0,0,0,0,0,0
"2003","05/11/2023"," 01:30:00 PM",0,0,0,0,0,0
"2004","05/11/2023"," 01:45:00 PM",0,0,0,0,0,0
"2005","05/11/2023"," 02:00:00 PM",0,0,0,0,0,0
"2006","05/11/2023"," 02:15:00 PM",0,0,0,0,0,0
"2007","05/11/2023"," 02:30:00 PM",0,0,0,0,0,0
"2008","05/11/2023"," 02:45:00 PM",0,0,0,0,0,0
"2009","05/11/2023"," 03:00:00 PM",0,0,0,0,0,0
"2010","05/11/2023"," 03:15:00 PM",0,0,0,0,0,0
"2011","05/11/2023"," 03:30:00 PM",0,0,0,0,0,0
"2012","05/11/2023"," 03:45:00 PM",0,0,0,0,0,0
"2013","05/11/2023"," 04:00:00 PM",0,0,0,0,0,0
"2014","05/11/2023"," 04:15:00 PM",0,0,0,0,0,0
"2015","05/11/2023"," 04:30:00 PM",0,0,0,0,0,0
"2016","05/11/2023"," 04:45:00 PM",0,0,0,0,0,0
"2017","05/11/2023"," 05:00:00 PM",0,0,0,0,0,0
"2018","05/11/2023"," 05:15:00 PM",0,0,0,0,0,0
"2019","05/11/2023"," 05:30:00 PM",0,0,0,0,0,0
"2020","05/11/2023"," 05:45:00 PM",0,0,0,0,0,0
"2021","05/11/2023"," 06:00:00 PM",0,0,0,0,0,0
"2022","05/11/2023"," 06:15:00 PM",0,0,0,0,0,0
"2023","05/11/2023"," 06:30:00 PM",0,0,0,0,0,0
"2024","05/11/2023"," 06:45:00 PM",0,0,0,0,0,0
"2025","05/11/2023"," 07:00:00 PM",0,0,0,0,0,0
"2026","05/11/2023"," 07:15:00 PM",0,0,0,0,0,0
"2027","05/11/2023"," 07:30:00 PM",0,0,0,0,0,0
"2028","05/11/2023"," 07:45:00 PM",0,0,0,0,0,0
"2029","05/11/2023"," 08:00:00 PM",0,0,0,0,0,0
"2030","05/11/2023"," 08:15:00 PM",0,0,0,0,0,0
"2031","05/11/2023"," 08:30:00 PM",0,0,0,0,0,0
"2032","05/11/2023"," 08:45:00 PM",0,0,0,0,0,0
"2033","05/11/2023"," 09:00:00 PM",0,0,0,0,0,0
"2034","05/11/2023"," 09:15:00 PM",0,0,0,0,0,0
"2035","05/11/2023"," 09:30:00 PM",0,0,0,0,0,0
"2036","05/11/2023"," 09:45:00 PM",0,0,0,0,0,0
"2037","05/11/2023"," 10:00:00 PM",0,0,0,0,0,0
"2038","05/11/2023"," 10:15:00 PM",0,0,0,0,0,0
"2039","05/11/2023"," 10:30:00 PM",0,0,0,0,0,0
"2040","05/11/2023"," 10:45:00 PM",0,0,0,0,0,0
"2041","05/11/2023"," 11:00:00 PM",0,0,0,0,0,0
"2042","05/11/2023"," 11:15:00 PM",0,0,0,0.017,0,0
"2043","05/11/2023"," 11:30:00 PM",0,0,0,0.017,0,0
"2044","05/11/2023"," 11:45:00 PM",0,0,0,0,0,0
"2045","05/12/2023"," 12:00:00 AM",0,0,0,0,0,0
"2046","05/12/2023"," 12:15:00 AM",0,0,0,0,0,0
"2047","05/12/2023"," 12:30:00 AM",0,0,0,0,0,0
"2048","05/12/2023"," 12:45:00 AM",0,0,0,0,0,0
"2049","05/12/2023"," 01:00:00 AM",0,0,0,0,0,0
"2050","05/12/2023"," 01:15:00 AM",0,0,0,0,0,0
"2051","05/12/2023"," 01:30:00 AM",0,0,0,0,0,0
"2052","05/12/2023"," 01:45:00 AM",0,0,0,0,0,0
"2053","05/12/2023"," 02:00:00 AM",0,0,0,0,0,0
"2054","05/12/2023"," 02:15:00 AM",0,0,0,0,0,0
"2055","05/12/2023"," 02:30:00 AM",0,0,0,0,0,0
"2056","05/12/2023"," 02:45:00 AM",0,0,0,0,0,0
"2057","05/12/2023"," 03:00:00 AM",0,0,0,0,0,0
"2058","05/12/2023"," 03:15:00 AM",0,0,0,0,0,0
"2059","05/12/2023"," 03:30:00 AM",0,0,0,0,0,0
"2060","05/12/2023"," 03:45:00 AM",0,0,0,0,0,0
"2061","05/12/2023"," 04:00:00 AM",0,0.834,0.902,0.919,0.443,0
"2062","05/12/2023"," 04:15:00 AM",0,1.345,1.698,1.651,1.021,0
"2063","05/12/2023"," 04:30:00 AM",0,0.017,0.119,0.068,0.051,0
"2064","05/12/2023"," 04:45:00 AM",0,0.034,0.051,0.034,0.051,0
"2065","05/12/2023"," 05:00:00 AM",0,0,0,0.017,0.034,0
"2066","05/12/2023"," 05:15:00 AM",0,0.017,0.051,0.119,0.085,0
"2067","05/12/2023"," 05:30:00 AM",0,0.068,0.068,0.085,0.068,0
"2068","05/12/2023"," 05:45:00 AM",0,0,0,0,0,0
"2069","05/12/2023"," 06:00:00 AM",0,0,0.017,0,0,0
"2070","05/12/2023"," 06:15:00 AM",0,0,0,0,0,0
"2071","05/12/2023"," 06:30:00 AM",0,0,0,0,0,0
